DATE,AIRLINE_CODE,AIRLINE_NAME,AIRPORT_CODE,AIRPORT_NAME,ASM_DOMESTIC,ASM_INTERNATIONAL,FLIGHTS_DOMESTIC,FLIGHTS_INTERNATIONAL,PASSENGERS_DOMESTIC,PASSENGERS_INTERNATIONAL,RPM_DOMESTIC,RPM_INTERNATIONAL,RPM_TOTAL
2009-01-10,GA,Goose Airways,NSA,Nestland Airport,366479,66699,967,56,159315,11629,326172,58810,384982
2009-01-11,GA,Goose Airways,NSA,Nestland Airport,350393,76395,933,68,147522,12199,297067,57676,354743
2009-01-12,GA,Goose Airways,NSA,Nestland Airport,368809,97166,973,113,156010,20647,313340,84118,397458
2010-01-01,GA,Goose Airways,NSA,Nestland Airport,514585,167932,1526,130,214965,28157,408368,147735,556103
2010-01-02,GA,Goose Airways,NSA,Nestland Airport,458475,149888,1392,108,198126,22362,373616,121170,494786
2010-01-03,GA,Goose Airways,NSA,Nestland Airport,563372,145897,1668,104,261785,23435,498306,114790,613096
2010-01-04,GA,Goose Airways,NSA,Nestland Airport,554875,140127,1557,98,250343,21230,493298,108549,601847
2010-01-05,GA,Goose Airways,NSA,Nestland Airport,569975,146510,1555,97,248957,22109,492764,116254,609018
2010-01-06,GA,Goose Airways,NSA,Nestland Airport,598457,119582,1689,116,289606,23807,562549,106974,669523
2010-01-07,GA,Goose Airways,NSA,Nestland Airport,630367,127279,1794,134,299238,28316,580832,120934,701766
2010-01-08,GA,Goose Airways,NSA,Nestland Airport,617716,127464,1765,132,298705,25495,578388,108239,686627
2010-01-09,GA,Goose Airways,NSA,Nestland Airport,563310,111241,1622,83,245992,18071,481984,95853,577837
2010-01-10,GA,Goose Airways,NSA,Nestland Airport,583440,117181,1689,84,258474,19790,502379,108503,610882
2010-01-11,GA,Goose Airways,NSA,Nestland Airport,544141,138208,1577,96,239949,22520,462537,116121,578658
2010-01-12,GA,Goose Airways,NSA,Nestland Airport,558840,149367,1627,124,250484,27836,479507,131337,610844
2011-01-01,GA,Goose Airways,NSA,Nestland Airport,564944,151025,1631,134,233669,27095,450140,132710,582850
2011-01-02,GA,Goose Airways,NSA,Nestland Airport,520251,162537,1521,141,218321,25438,422025,128488,550513
2011-01-03,GA,Goose Airways,NSA,Nestland Airport,597260,193298,1787,177,274067,31053,526250,136282,662532
2011-01-04,GA,Goose Airways,NSA,Nestland Airport,547070,124773,1601,128,250797,23289,489331,103148,592479
2011-01-05,GA,Goose Airways,NSA,Nestland Airport,562395,147678,1629,128,258624,26078,506661,124087,630748
2011-01-06,GA,Goose Airways,NSA,Nestland Airport,589235,171564,1683,156,278558,29790,541868,141086,682954
2011-01-07,GA,Goose Airways,NSA,Nestland Airport,620443,177550,1734,164,291266,32633,569387,152605,721992
2011-01-08,GA,Goose Airways,NSA,Nestland Airport,605519,177645,1693,162,291505,29860,566521,146480,713001
2011-01-09,GA,Goose Airways,NSA,Nestland Airport,564344,160011,1600,130,253222,22869,500504,127693,628197
2011-01-10,GA,Goose Airways,NSA,Nestland Airport,590302,167062,1652,130,261814,23146,521237,131021,652258
2011-01-11,GA,Goose Airways,NSA,Nestland Airport,572695,153664,1569,130,251128,23058,505682,118771,624453
2011-01-12,GA,Goose Airways,NSA,Nestland Airport,555369,164131,1495,172,241400,31423,489549,140391,629940
2012-01-01,GA,Goose Airways,NSA,Nestland Airport,537691,158668,1473,141,226250,25869,462849,132774,595623
2012-01-02,GA,Goose Airways,NSA,Nestland Airport,507870,146874,1387,120,210342,22060,433386,119464,552850
2012-01-03,GA,Goose Airways,NSA,Nestland Airport,588562,166510,1642,152,264918,28931,535119,135803,670922
2012-01-04,GA,Goose Airways,NSA,Nestland Airport,561576,172442,1595,140,255511,24392,507746,119423,627169
2012-01-05,GA,Goose Airways,NSA,Nestland Airport,580084,179407,1639,127,258742,25952,516873,141043,657916
2012-01-06,GA,Goose Airways,NSA,Nestland Airport,606124,166620,1696,150,283161,30781,564402,148568,712970
2012-01-07,GA,Goose Airways,NSA,Nestland Airport,627049,166401,1759,161,289760,33419,574589,152998,727587
2012-01-08,GA,Goose Airways,NSA,Nestland Airport,629950,169100,1786,163,296418,30859,584134,141530,725664
2012-01-09,GA,Goose Airways,NSA,Nestland Airport,565770,154668,1615,121,239247,25284,472028,136528,608556
2012-01-10,GA,Goose Airways,NSA,Nestland Airport,585996,161574,1661,127,259754,24953,514428,136818,651246
2012-01-11,GA,Goose Airways,NSA,Nestland Airport,571629,158227,1588,130,253661,24552,502815,127989,630804
2012-01-12,GA,Goose Airways,NSA,Nestland Airport,555231,172858,1516,179,243032,33112,486791,148949,635740
2013-01-01,GA,Goose Airways,NSA,Nestland Airport,533737,161612,1587,141,236745,25645,457931,135317,593248
2013-01-02,GA,Goose Airways,NSA,Nestland Airport,485658,143600,1414,113,213613,21707,412913,123006,535919
2013-01-03,GA,Goose Airways,NSA,Nestland Airport,605698,163285,1796,134,284952,27294,546994,143146,690140
2013-01-04,GA,Goose Airways,NSA,Nestland Airport,592145,152827,1737,128,278121,22445,531700,116811,648511
2013-01-05,GA,Goose Airways,NSA,Nestland Airport,613471,156883,1809,128,288365,24971,546824,134410,681234
2013-01-06,GA,Goose Airways,NSA,Nestland Airport,633241,155425,1907,141,316286,29186,587565,141295,728860
2013-01-07,GA,Goose Airways,NSA,Nestland Airport,673123,190735,2086,252,330667,44875,607140,168901,776041
2013-01-08,GA,Goose Airways,NSA,Nestland Airport,676732,189989,2103,253,335049,41576,614212,160803,775015
2013-01-09,GA,Goose Airways,NSA,Nestland Airport,576021,176038,1743,209,263137,33660,490330,146597,636927
2013-01-10,GA,Goose Airways,NSA,Nestland Airport,602415,176057,1837,210,276648,34206,516257,150275,666532
2013-01-11,GA,Goose Airways,NSA,Nestland Airport,574818,175302,1706,217,248055,36703,465257,152501,617758
2013-01-12,GA,Goose Airways,NSA,Nestland Airport,605390,184232,1810,235,281912,42539,531868,168300,700168
2014-01-01,GA,Goose Airways,NSA,Nestland Airport,576143,208092,1695,256,260269,45249,497499,180941,678440
2014-01-02,GA,Goose Airways,NSA,Nestland Airport,508976,188200,1470,231,228118,39694,439152,163115,602267
2014-01-03,GA,Goose Airways,NSA,Nestland Airport,630674,219861,1766,263,296747,45846,570275,189165,759440
2014-01-04,GA,Goose Airways,NSA,Nestland Airport,640183,205898,1795,224,299396,38284,578993,157487,736480
2014-01-05,GA,Goose Airways,NSA,Nestland Airport,672000,213022,1855,231,304437,41305,598575,178548,777123
2014-01-06,GA,Goose Airways,NSA,Nestland Airport,677054,208253,1906,240,324467,46045,624605,179986,804591
2014-01-07,GA,Goose Airways,NSA,Nestland Airport,705475,239209,1972,320,333957,56171,643249,205934,849183
2014-01-08,GA,Goose Airways,NSA,Nestland Airport,716852,239116,2030,321,337992,51936,645111,199072,844183
2014-01-09,GA,Goose Airways,NSA,Nestland Airport,668696,225274,1900,295,291182,46223,564812,180218,745030
2014-01-10,GA,Goose Airways,NSA,Nestland Airport,694120,224319,1985,311,310932,48097,604080,185717,789797
2014-01-11,GA,Goose Airways,NSA,Nestland Airport,642431,246150,1860,336,282043,52378,545309,198190,743499
2014-01-12,GA,Goose Airways,NSA,Nestland Airport,649239,272779,1887,414,296149,68464,572209,237917,810126
2015-01-01,GA,Goose Airways,NSA,Nestland Airport,625218,285698,1823,457,269241,63325,513455,225819,739274
2015-01-02,GA,Goose Airways,NSA,Nestland Airport,567549,237799,1623,365,254813,51688,488666,190923,679589
2015-01-03,GA,Goose Airways,NSA,Nestland Airport,708019,268875,2091,412,340332,62593,639496,223598,863094
2015-01-04,GA,Goose Airways,NSA,Nestland Airport,687734,248505,1990,354,319652,51244,601815,184661,786476
2015-01-05,GA,Goose Airways,NSA,Nestland Airport,726128,263867,2126,362,338719,56368,638070,212035,850105
2015-01-06,GA,Goose Airways,NSA,Nestland Airport,755958,270238,2474,403,396026,68867,699207,237811,937018
2015-01-07,GA,Goose Airways,NSA,Nestland Airport,800228,324967,2659,445,413335,77834,727727,281516,1009243
2015-01-08,GA,Goose Airways,NSA,Nestland Airport,813808,333649,2722,423,413862,72256,721421,285576,1006997
2015-01-09,GA,Goose Airways,NSA,Nestland Airport,698318,299011,2506,340,349416,58268,605295,242697,847992
2015-01-10,GA,Goose Airways,NSA,Nestland Airport,727316,281248,2649,328,372976,59186,642244,245287,887531
2015-01-11,GA,Goose Airways,NSA,Nestland Airport,694619,257389,2636,311,352297,53969,599253,212937,812190
2015-01-12,GA,Goose Airways,NSA,Nestland Airport,692310,298615,2535,386,348428,69870,599605,264692,864297
2016-01-01,GA,Goose Airways,NSA,Nestland Airport,671875,299857,2618,390,335674,65159,562677,254740,817417
2016-01-02,GA,Goose Airways,NSA,Nestland Airport,641909,271663,2518,338,319142,56348,532855,233992,766847
2016-01-03,GA,Goose Airways,NSA,Nestland Airport,759179,292141,2970,361,403692,64777,676554,251056,927610
2016-01-04,GA,Goose Airways,NSA,Nestland Airport,773380,282417,3071,348,406396,56324,670860,216940,887800
2016-01-05,GA,Goose Airways,NSA,Nestland Airport,817048,274209,3174,326,428155,58633,714696,233872,948568
2016-01-06,GA,Goose Airways,NSA,Nestland Airport,849431,284097,3323,346,473972,67496,778380,257109,1035489
2016-01-07,GA,Goose Airways,NSA,Nestland Airport,898965,294894,3462,361,491635,68450,804899,263600,1068499
2016-01-08,GA,Goose Airways,NSA,Nestland Airport,872330,282772,3381,345,461432,60706,758816,244837,1003653
2016-01-09,GA,Goose Airways,NSA,Nestland Airport,730868,260606,2842,296,388290,55046,649934,229890,879824
2016-01-10,GA,Goose Airways,NSA,Nestland Airport,740289,261898,2888,297,395805,56619,662672,234622,897294
2016-01-11,GA,Goose Airways,NSA,Nestland Airport,681631,218149,2629,260,365484,48635,610879,190207,801086
2016-01-12,GA,Goose Airways,NSA,Nestland Airport,718751,263533,2714,367,375791,66516,639189,234504,873693
2017-01-01,GA,Goose Airways,NSA,Nestland Airport,661694,,2326,,320928,,558906,0,558906
2017-01-02,GA,Goose Airways,NSA,Nestland Airport,613007,,2158,,298584,,522787,0,522787
2017-01-03,GA,Goose Airways,NSA,Nestland Airport,765187,,2666,,391799,,691275,0,691275
2002-01-10,AA,Amazon Airlines,NSA,Nestland Airport,833788,274514,3257,248,344439,48353,560011,239867,799878
2002-01-11,AA,Amazon Airlines,NSA,Nestland Airport,776764,266952,3018,239,332760,47199,523299,222103,745402
2002-01-12,AA,Amazon Airlines,NSA,Nestland Airport,834240,280750,3219,258,394772,51693,630767,240815,871582
2003-01-01,AA,Amazon Airlines,NSA,Nestland Airport,814392,280727,3159,261,351436,51244,562675,244018,806693
2003-01-02,AA,Amazon Airlines,NSA,Nestland Airport,712123,244192,2788,222,307248,43568,494869,207809,702678
2003-01-03,AA,Amazon Airlines,NSA,Nestland Airport,809949,265936,3163,244,360295,42447,588826,194981,783807
2003-01-04,AA,Amazon Airlines,NSA,Nestland Airport,735914,196870,2918,185,342323,29373,556939,137506,694445
2003-01-05,AA,Amazon Airlines,NSA,Nestland Airport,741439,200609,2997,185,350501,35614,564396,169184,733580
2003-01-06,AA,Amazon Airlines,NSA,Nestland Airport,748545,196591,2981,186,374409,37816,623043,172906,795949
2003-01-07,AA,Amazon Airlines,NSA,Nestland Airport,814365,203123,3176,194,396722,39519,656010,182561,838571
2003-01-08,AA,Amazon Airlines,NSA,Nestland Airport,784996,204052,3102,196,395401,38606,649671,171051,820722
2003-01-09,AA,Amazon Airlines,NSA,Nestland Airport,708246,195734,2880,180,294159,33516,469027,159108,628135
2003-01-10,AA,Amazon Airlines,NSA,Nestland Airport,736448,214899,2980,186,316958,36398,509835,181844,691679
2003-01-11,AA,Amazon Airlines,NSA,Nestland Airport,730808,207884,2897,188,323008,39050,512131,184766,696897
2003-01-12,AA,Amazon Airlines,NSA,Nestland Airport,787444,217833,3117,198,366998,40343,594983,189114,784097
2004-01-01,AA,Amazon Airlines,NSA,Nestland Airport,785966,219484,3043,199,326983,39768,528386,189928,718314
2004-01-02,AA,Amazon Airlines,NSA,Nestland Airport,730063,198279,2854,174,322835,33819,518090,166090,684180
2004-01-03,AA,Amazon Airlines,NSA,Nestland Airport,802636,211727,3122,186,383143,37999,616424,180582,797006
2004-01-04,AA,Amazon Airlines,NSA,Nestland Airport,799635,207830,3097,180,397745,34601,643115,161305,804420
2004-01-05,AA,Amazon Airlines,NSA,Nestland Airport,786935,214908,3153,186,388540,37582,619545,179900,799445
2004-01-06,AA,Amazon Airlines,NSA,Nestland Airport,803698,205562,3228,178,422536,40479,688918,186699,875617
2004-01-07,AA,Amazon Airlines,NSA,Nestland Airport,828395,214781,3353,186,438084,41668,711898,190636,902534
2004-01-08,AA,Amazon Airlines,NSA,Nestland Airport,831113,212333,3373,185,442094,40914,715791,181902,897693
2004-01-09,AA,Amazon Airlines,NSA,Nestland Airport,731527,205476,3070,180,345831,35627,546608,166478,713086
2004-01-10,AA,Amazon Airlines,NSA,Nestland Airport,752844,207053,3137,184,364917,37440,577695,178169,755864
2004-01-11,AA,Amazon Airlines,NSA,Nestland Airport,681010,204869,2891,180,347728,36775,544808,166407,711215
2004-01-12,AA,Amazon Airlines,NSA,Nestland Airport,703637,230282,2974,195,364286,41776,568345,193967,762312
2005-01-01,AA,Amazon Airlines,NSA,Nestland Airport,633131,248624,2725,204,319788,41725,495793,203079,698872
2005-01-02,AA,Amazon Airlines,NSA,Nestland Airport,592920,223176,2502,184,293890,36483,461315,177081,638396
2005-01-03,AA,Amazon Airlines,NSA,Nestland Airport,687836,238442,2833,200,363567,41659,584038,192656,776694
2005-01-04,AA,Amazon Airlines,NSA,Nestland Airport,637991,204038,2699,184,337428,36380,522497,166342,688839
2005-01-05,AA,Amazon Airlines,NSA,Nestland Airport,658106,211700,2827,186,353575,38464,543085,179888,722973
2005-01-06,AA,Amazon Airlines,NSA,Nestland Airport,675445,231879,2800,229,385617,46026,610057,211723,821780
2005-01-07,AA,Amazon Airlines,NSA,Nestland Airport,704176,245187,2899,247,388237,47490,620978,212229,833207
2005-01-08,AA,Amazon Airlines,NSA,Nestland Airport,694603,245198,2917,247,387002,46367,613122,205715,818837
2005-01-09,AA,Amazon Airlines,NSA,Nestland Airport,626700,215779,2744,216,317383,40575,492153,184585,676738
2005-01-10,AA,Amazon Airlines,NSA,Nestland Airport,647207,214931,2860,216,340369,41557,528893,187565,716458
2005-01-11,AA,Amazon Airlines,NSA,Nestland Airport,650334,208065,2815,209,344390,41196,531548,182614,714162
2005-01-12,AA,Amazon Airlines,NSA,Nestland Airport,684615,238674,2910,227,357531,45380,559832,204981,764813
2006-01-01,AA,Amazon Airlines,NSA,Nestland Airport,658791,249584,2830,233,318159,46886,494014,216797,710811
2006-01-02,AA,Amazon Airlines,NSA,Nestland Airport,634910,228679,2693,213,309780,41398,489892,183418,673310
2006-01-03,AA,Amazon Airlines,NSA,Nestland Airport,729089,253297,2995,238,374726,47051,601822,207176,808998
2006-01-04,AA,Amazon Airlines,NSA,Nestland Airport,711652,244021,2861,232,378915,42279,603523,185229,788752
2006-01-05,AA,Amazon Airlines,NSA,Nestland Airport,717336,210901,3001,198,379495,39385,592150,184297,776447
2006-01-06,AA,Amazon Airlines,NSA,Nestland Airport,731865,242191,2957,255,398158,50290,636774,223811,860585
2006-01-07,AA,Amazon Airlines,NSA,Nestland Airport,756672,260405,3053,283,413644,52962,661983,227234,889217
2006-01-08,AA,Amazon Airlines,NSA,Nestland Airport,754298,261567,3161,283,402623,52192,634264,227496,861760
2006-01-09,AA,Amazon Airlines,NSA,Nestland Airport,643331,241645,2868,232,323817,41556,495411,203077,698488
2006-01-10,AA,Amazon Airlines,NSA,Nestland Airport,658343,234324,2963,220,347233,41793,532516,195128,727644
2006-01-11,AA,Amazon Airlines,NSA,Nestland Airport,655304,208544,2879,196,343839,40352,526720,181714,708434
2006-01-12,AA,Amazon Airlines,NSA,Nestland Airport,679612,232650,2927,216,353733,43930,557126,197006,754132
2007-01-01,AA,Amazon Airlines,NSA,Nestland Airport,655252,246567,2807,208,320007,43824,503113,210451,713564
2007-01-02,AA,Amazon Airlines,NSA,Nestland Airport,592376,224300,2535,193,301248,38798,463517,182297,645814
2007-01-03,AA,Amazon Airlines,NSA,Nestland Airport,688762,242356,2946,216,382097,43745,588491,199079,787570
2007-01-04,AA,Amazon Airlines,NSA,Nestland Airport,650320,208409,2781,195,375025,37764,575688,165918,741606
2007-01-05,AA,Amazon Airlines,NSA,Nestland Airport,654601,212148,2826,197,369459,38634,570253,171789,742042
2007-01-06,AA,Amazon Airlines,NSA,Nestland Airport,652330,208926,2702,219,373488,44629,599675,186124,785799
2007-01-07,AA,Amazon Airlines,NSA,Nestland Airport,686599,222286,2791,231,368874,46867,607179,195874,803053
2007-01-08,AA,Amazon Airlines,NSA,Nestland Airport,695428,225288,2856,234,380098,45914,626216,188046,814262
2007-01-09,AA,Amazon Airlines,NSA,Nestland Airport,564284,206455,2488,186,282432,36340,447534,171072,618606
2007-01-10,AA,Amazon Airlines,NSA,Nestland Airport,619578,221332,2690,193,318345,38666,503168,182600,685768
2007-01-11,AA,Amazon Airlines,NSA,Nestland Airport,614574,281589,2589,214,314680,43400,499892,212076,711968
2007-01-12,AA,Amazon Airlines,NSA,Nestland Airport,641561,332421,2607,253,313719,54933,508796,277647,786443
2008-01-01,AA,Amazon Airlines,NSA,Nestland Airport,577227,338793,2359,261,268373,50830,433717,272485,706202
2008-01-02,AA,Amazon Airlines,NSA,Nestland Airport,573599,300744,2338,239,268175,42732,431720,218690,650410
2008-01-03,AA,Amazon Airlines,NSA,Nestland Airport,637649,311262,2547,227,324424,45797,532541,233961,766502
2008-01-04,AA,Amazon Airlines,NSA,Nestland Airport,595720,296400,2384,218,312127,41121,514520,203726,718246
2008-01-05,AA,Amazon Airlines,NSA,Nestland Airport,608195,308095,2415,228,318781,45885,525458,232032,757490
2008-01-06,AA,Amazon Airlines,NSA,Nestland Airport,640756,308325,2518,240,345392,51945,580536,260972,841508
2008-01-07,AA,Amazon Airlines,NSA,Nestland Airport,685734,291500,2661,240,351502,50181,596667,241850,838517
2008-01-08,AA,Amazon Airlines,NSA,Nestland Airport,661679,292332,2571,262,355486,51712,591139,232160,823299
2008-01-09,AA,Amazon Airlines,NSA,Nestland Airport,523446,212710,2111,156,262961,33682,416822,173640,590462
2008-01-10,AA,Amazon Airlines,NSA,Nestland Airport,536081,210233,2205,152,283340,34224,453079,170916,623995
2008-01-11,AA,Amazon Airlines,NSA,Nestland Airport,489758,175899,1905,124,240626,27320,391689,135311,527000
2008-01-12,AA,Amazon Airlines,NSA,Nestland Airport,536039,237125,2049,165,271439,34336,449799,177562,627361
2009-01-01,AA,Amazon Airlines,NSA,Nestland Airport,503152,226370,1951,159,240380,30935,395314,171164,566478
2009-01-02,AA,Amazon Airlines,NSA,Nestland Airport,489357,174508,1905,126,238562,23931,396128,124608,520736
2009-01-03,AA,Amazon Airlines,NSA,Nestland Airport,566975,195322,2240,139,292851,27980,482564,139124,621688
2009-01-04,AA,Amazon Airlines,NSA,Nestland Airport,557809,192144,2160,135,297830,28754,488514,140854,629368
2009-01-05,AA,Amazon Airlines,NSA,Nestland Airport,557943,195877,2188,127,297162,27698,487652,144653,632305
2009-01-06,AA,Amazon Airlines,NSA,Nestland Airport,585765,195441,2328,137,326191,34982,546437,176722,723159
2009-01-07,AA,Amazon Airlines,NSA,Nestland Airport,635139,206632,2513,157,344038,38094,573669,183273,756942
2009-01-08,AA,Amazon Airlines,NSA,Nestland Airport,636025,207164,2479,164,342822,38661,570235,174559,744794
2009-01-09,AA,Amazon Airlines,NSA,Nestland Airport,491676,174553,2039,131,257637,29505,414368,151751,566119
2009-01-10,AA,Amazon Airlines,NSA,Nestland Airport,520916,178394,2114,133,280794,30816,454642,159926,614568
2009-01-11,AA,Amazon Airlines,NSA,Nestland Airport,496686,168091,1951,127,256271,27839,414156,145094,559250
2009-01-12,AA,Amazon Airlines,NSA,Nestland Airport,541334,178993,2073,145,274528,30341,452992,159168,612160
2010-01-01,AA,Amazon Airlines,NSA,Nestland Airport,594703,181258,2057,143,264834,28602,438269,154155,592424
2010-01-02,AA,Amazon Airlines,NSA,Nestland Airport,472178,164107,1850,132,238234,26963,389011,135346,524357
2010-01-03,AA,Amazon Airlines,NSA,Nestland Airport,568091,182718,2192,138,294296,29413,495792,149661,645453
2010-01-04,AA,Amazon Airlines,NSA,Nestland Airport,553614,180765,2064,127,286819,28951,483031,135083,618114
2010-01-05,AA,Amazon Airlines,NSA,Nestland Airport,566351,199966,2108,142,291993,32831,492111,158322,650433
2010-01-06,AA,Amazon Airlines,NSA,Nestland Airport,610232,202883,2264,171,328424,39524,567753,180126,747879
2010-01-07,AA,Amazon Airlines,NSA,Nestland Airport,642140,213613,2363,191,328922,40670,575921,190094,766015
2010-01-08,AA,Amazon Airlines,NSA,Nestland Airport,632451,211480,2340,178,337845,41620,580701,187989,768690
2010-01-09,AA,Amazon Airlines,NSA,Nestland Airport,526260,194950,2071,136,274939,33260,448441,169787,618228
2010-01-10,AA,Amazon Airlines,NSA,Nestland Airport,560601,202127,2184,180,300806,36568,487345,174832,662177
2010-01-11,AA,Amazon Airlines,NSA,Nestland Airport,527224,183722,1963,186,267907,33394,443438,156112,599550
2010-01-12,AA,Amazon Airlines,NSA,Nestland Airport,532029,273375,1984,220,267199,41985,454640,219757,674397
2011-01-01,AA,Amazon Airlines,NSA,Nestland Airport,492574,243628,1932,238,243694,40143,399493,206868,606361
2011-01-02,AA,Amazon Airlines,NSA,Nestland Airport,447774,178762,1762,200,225784,30375,368073,139314,507387
2011-01-03,AA,Amazon Airlines,NSA,Nestland Airport,527186,204531,2054,245,275169,36887,461179,152933,614112
2011-01-04,AA,Amazon Airlines,NSA,Nestland Airport,504990,202024,1925,244,265423,38549,441434,157739,599173
2011-01-05,AA,Amazon Airlines,NSA,Nestland Airport,507622,219991,1964,258,272944,43832,447916,185858,633774
2011-01-06,AA,Amazon Airlines,NSA,Nestland Airport,571373,245660,2144,270,310917,49332,533363,218355,751718
2011-01-07,AA,Amazon Airlines,NSA,Nestland Airport,609036,262411,2257,284,324907,53181,564854,230820,795674
2011-01-08,AA,Amazon Airlines,NSA,Nestland Airport,599301,258529,2223,266,317407,50629,543754,220248,764002
2011-01-09,AA,Amazon Airlines,NSA,Nestland Airport,459901,240728,1895,220,256495,39283,408541,193501,602042
2011-01-10,AA,Amazon Airlines,NSA,Nestland Airport,468450,236719,1928,204,262963,39375,414128,201970,616098
2011-01-11,AA,Amazon Airlines,NSA,Nestland Airport,434713,223622,1714,208,237204,36057,381134,168937,550071
2011-01-12,AA,Amazon Airlines,NSA,Nestland Airport,517180,239691,1950,235,268507,42140,453152,198613,651765
2012-01-01,AA,Amazon Airlines,NSA,Nestland Airport,657759,258905,2439,305,327501,49951,551020,204560,755580
2012-01-02,AA,Amazon Airlines,NSA,Nestland Airport,627878,243589,2327,286,307049,44647,516235,187632,703867
2012-01-03,AA,Amazon Airlines,NSA,Nestland Airport,732581,268513,2615,315,368890,50188,645758,206677,852435
2012-01-04,AA,Amazon Airlines,NSA,Nestland Airport,716332,245144,2600,268,361476,48128,627861,200579,828440
2012-01-05,AA,Amazon Airlines,NSA,Nestland Airport,745732,263085,2654,282,369863,52777,651454,227176,878630
2012-01-06,AA,Amazon Airlines,NSA,Nestland Airport,836627,245342,2958,269,424352,51054,748476,217697,966173
2012-01-07,AA,Amazon Airlines,NSA,Nestland Airport,877073,264129,3071,283,439266,56087,778839,236441,1015280
2012-01-08,AA,Amazon Airlines,NSA,Nestland Airport,847222,257297,3004,263,437196,51285,766628,225230,991858
2012-01-09,AA,Amazon Airlines,NSA,Nestland Airport,682119,242600,2470,224,329893,42795,556494,208541,765035
2012-01-10,AA,Amazon Airlines,NSA,Nestland Airport,666253,245797,2452,226,343538,42521,575266,209651,784917
2012-01-11,AA,Amazon Airlines,NSA,Nestland Airport,630367,231171,2305,240,320466,41081,541433,181714,723147
2012-01-12,AA,Amazon Airlines,NSA,Nestland Airport,705468,246126,2491,264,348350,46866,610772,201144,811916
2013-01-01,AA,Amazon Airlines,NSA,Nestland Airport,632020,256101,2301,276,313399,44402,526114,200639,726753
2013-01-02,AA,Amazon Airlines,NSA,Nestland Airport,564821,229967,2109,247,285455,39241,475440,178893,654333
2013-01-03,AA,Amazon Airlines,NSA,Nestland Airport,676106,251050,2424,278,350472,48768,603239,209059,812298
2013-01-04,AA,Amazon Airlines,NSA,Nestland Airport,705941,252729,2510,273,354207,46893,618879,199666,818545
2013-01-05,AA,Amazon Airlines,NSA,Nestland Airport,778526,266665,2735,283,391439,52114,692309,228473,920782
2013-01-06,AA,Amazon Airlines,NSA,Nestland Airport,894639,254060,3105,272,457768,52847,814240,226786,1041026
2013-01-07,AA,Amazon Airlines,NSA,Nestland Airport,932850,268852,3215,289,466082,56366,837321,244469,1081790
2013-01-08,AA,Amazon Airlines,NSA,Nestland Airport,884197,243841,3119,272,455288,48594,806291,217029,1023320
2013-01-09,AA,Amazon Airlines,NSA,Nestland Airport,727822,224809,2694,216,342512,39030,598616,191842,790458
2013-01-10,AA,Amazon Airlines,NSA,Nestland Airport,745681,235488,2723,232,365546,40848,630070,196053,826123
2013-01-11,AA,Amazon Airlines,NSA,Nestland Airport,706535,217651,2570,246,341864,41084,582791,171358,754149
2013-01-12,AA,Amazon Airlines,NSA,Nestland Airport,770879,233868,2757,264,398524,45827,689639,189898,879537
2014-01-01,AA,Amazon Airlines,NSA,Nestland Airport,671932,236677,2458,262,342602,43015,579894,193074,772968
2014-01-02,AA,Amazon Airlines,NSA,Nestland Airport,585969,211233,2182,232,301081,37233,497586,171531,669117
2014-01-03,AA,Amazon Airlines,NSA,Nestland Airport,731110,248933,2573,316,374412,48893,646450,199086,845536
2014-01-04,AA,Amazon Airlines,NSA,Nestland Airport,703429,211175,2551,276,364510,43304,619943,177227,797170
2014-01-05,AA,Amazon Airlines,NSA,Nestland Airport,785350,224785,2780,294,403036,47715,699116,202058,901174
2014-01-06,AA,Amazon Airlines,NSA,Nestland Airport,872698,220235,3032,301,448152,50971,800002,198300,998302
2014-01-07,AA,Amazon Airlines,NSA,Nestland Airport,924399,226088,3200,309,465316,52238,827628,205918,1033546
2014-01-08,AA,Amazon Airlines,NSA,Nestland Airport,867028,224190,3046,276,450984,47123,788757,200194,988951
2014-01-09,AA,Amazon Airlines,NSA,Nestland Airport,715521,204544,2641,207,348800,36696,591924,182972,774896
2014-01-10,AA,Amazon Airlines,NSA,Nestland Airport,739868,218452,2727,219,360493,37132,612785,184001,796786
2014-01-11,AA,Amazon Airlines,NSA,Nestland Airport,680360,247791,2498,234,335384,39913,564424,201215,765639
2014-01-12,AA,Amazon Airlines,NSA,Nestland Airport,744310,268385,2635,266,376366,47188,655052,226128,881180
2015-01-01,AA,Amazon Airlines,NSA,Nestland Airport,628276,263673,2333,231,321136,40560,533909,221559,755468
2015-01-02,AA,Amazon Airlines,NSA,Nestland Airport,565409,232718,2105,197,289044,33748,478575,187123,665698
2015-01-03,AA,Amazon Airlines,NSA,Nestland Airport,694751,271400,2462,254,358287,44031,610881,217123,828004
2015-01-04,AA,Amazon Airlines,NSA,Nestland Airport,689537,263142,2393,251,340314,40160,586091,192662,778753
2015-01-05,AA,Amazon Airlines,NSA,Nestland Airport,758099,287223,2616,278,369698,47244,645772,226459,872231
2015-01-06,AA,Amazon Airlines,NSA,Nestland Airport,844161,293402,2726,297,414291,55479,761082,252009,1013091
2015-01-07,AA,Amazon Airlines,NSA,Nestland Airport,876577,305448,2842,321,432659,59390,783914,270031,1053945
2015-01-08,AA,Amazon Airlines,NSA,Nestland Airport,840820,298535,2755,299,422681,54332,747722,252527,1000249
